model,language,id,word,pos,context,gold_gloss,predicted_gloss,sbert_score
tiny-aya-global,Bengali,35655,এক আঁটি পাতা,NOUN,পাতার সমষ্টি||সকালে কিছু না খেয়ে এক আঁটি নিমপাতা খাওয়া উচিত,any number of entities (members) considered as a unit,A bundle of leaves,0.2656
tiny-aya-global,Bengali,12140,পুনর্বাসন,NOUN,উদ্বাস্তু লোকেদের আবার জায়গা দেওয়া অথবা আবাদ করার প্রক্রিয়া|| নর্মদা বাঁধ পরিকল্পনার দ্বারা প্রভাবিত মানুষদের পুনর্বাসন করা হচ্ছে,the transportation of people (as a family or colony) to a new settlement (as after an upheaval of some kind),"The process of resettling or rehabilitating displaced individuals, particularly in the context of the Narmada Dam project.",0.5876
tiny-aya-global,Bengali,24746,কম-বেশী,ADVERB,কম বা বেশী|| কিছু সমস্যা কম-বেশী সব মানুষের জীবনেই আসে,"(of quantities) imprecise but fairly close to correct; ""lasted approximately an hour""; ""in just about a minute""; ""he' s about 30 years old""; ""I' ve had about all I can stand""; ""we meet about once a month""; ""some forty people came""; ""weighs around a hundred pounds""; ""roughly $3,000""; ""holds 3 gallons, more or less""; ""20 or so people were at the party""",A little or a lot; to some extent.,0.4283
tiny-aya-global,Bengali,24868,কৃষ্ণা জেলা,NOUN,অন্ধ্রপ্রদেশের একটি জেলা || কৃষ্ণা জেলার প্রধান কার্যালয় মচিলীপটনমে অবস্থিত,a region marked off for administrative or other purposes,"The English definition is: **Krišna District** is a district in the Indian state of Andhra Pradesh, with its administrative headquarters located in Machilipatnam.",0.2917
tiny-aya-global,Bengali,2991,দুনলী বন্দুক,NOUN,দুটো নল বা নলওয়ালা বন্দুক || সিপাই দুনলী বন্দুক দিয়ে একটা চোর মেরা ফেলল,a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),"A type of gun with two tubes or a tube-like barrel, commonly used by soldiers.",0.726
tiny-aya-global,Bengali,20034,বেগুনি রঙ,NOUN,একটি রঙ যা নিলচে বেগুনি হয়||চিত্রকার চিত্রের অধিকাংশ অংশে বেগুনি রঙ করেছে।,a purple color or pigment,A purple or violet color.,0.5843
tiny-aya-global,Bengali,1567,নিয়ম পালন,NOUN,নিয়মের পালন|| নিয়ম পালনের দ্বারাই স্থিরতা বজায় থাকে এবং সমাজ উন্নতির পথে অগ্রসর হয়,"compliance with formal rules; ""courtroom formality""",Upholding rules ensures stability and drives societal progress.,0.4727
tiny-aya-global,Bengali,7783,বাসি খাবার,NOUN,বাসি খাবার||শ্রমিক বাসি খাবার খেয়ে কাজে চলা গেল,the food served and eaten at one time,Expired food,0.4967
tiny-aya-global,Bengali,1671,ভেঙ্গে যাওয়া,NOUN,ভেঙ্গে যাওয়ার ক্রিয়া বা ভাব|| ভেঙ্গে যায় বলে মাটির বাসনগুলি সামলে রাখি/খেলনা ভেঙ্গে যাওয়াই বাচ্চাটির কান্নার কারণ,"the act of breaking something; ""the breakage was unavoidable""","To break or be broken, often referring to objects like pottery or toys that have shattered, which can cause distress or tears in children.",0.5847
tiny-aya-global,Bengali,4539,জালান্ধর,NOUN,এক অসূর যে সমুদ্র থেকে উতপন্ন হয়েছিলেন ও যাকে ভগবান বিষ্ণু বধ করেছিলেন || জালান্ধরের স্ত্রী বৃন্দা একজন পতিব্রতা নারী ছিলেন,one of the evil spirits of traditional Jewish and Christian belief,"The Jalaadhara is a mythological sea serpent born from the ocean, slain by Lord Vishnu. His wife, Vrinda, is depicted as a virtuous and devoted woman.",0.299
tiny-aya-global,Bengali,22339,নগ্ন করানো,VERB,শরীরের থেকে বস্ত্র উন্মোচন করা|| মা বাচ্চাকে চান করাবার জন্য নগ্ন করাচ্ছে,"lay bare; ""denude a forest""","To undress someone, typically by removing their clothes, often in a specific context such as a mother forcing her child to undress.",0.2257
tiny-aya-global,Bengali,22991,বোকারো,NOUN,ভারতের ঝারখণ্ড রাজ্যে অবস্থিত একটি শহর||বোকারো ইস্পাত উদ্যোগের জন্য বিখ্যাত।,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""","A city in Jharkhand, India, renowned for its steel industry and associated manufacturing operations.",0.2676
tiny-aya-global,Bengali,31997,যবীনর,NOUN,"পৌরাণিক রাজা ভৃম্যশ্বের পাঁচ পুত্রের মধ্যে একজন||বায়ু,মত্স্য, অগ্নি ইত্যাদি পুরাণে যবীনরের বর্ণনা পাওয়া যায়",an imaginary being of myth or fable,"The son of the ancient king Vrihastha, known for his five brothers and his association with the elements of wind, fish, and fire in Hindu mythology.",0.3539
tiny-aya-global,Bengali,21483,কোলী জাতি,NOUN,হিন্দু তাঁতিদের একটা জাতি||কোলী জাতি অনুসূচিত জাতির অন্তর্গত।,(Hinduism) a Hindu caste or distinctive social group of which there are thousands throughout India; a special characteristic is often the exclusive occupation of its male members (such as barber or potter),"A community of Hindu weavers, classified as a scheduled caste.",0.7349
tiny-aya-global,Bengali,11258,বাতানুকূল যন্ত্র,NOUN,একটি যন্ত্র যার দ্বারা পারিপার্শ্বিক স্থানকে ঠাণ্ডা এবং শুষ্ক করা হয়|| আমাদের ঘরের বাতানুকূল যন্ত্রটি খারাপ হয়ে গেছে,a system that keeps air cool and dry,"An air conditioning unit that cools and dehumidifies the surrounding environment, often found in homes.",0.7924
tiny-aya-global,Bengali,5604,শীকর,NOUN,উপর থেকে পড়া জলের খুব ছোট ছিটে|| ফোঁটা পড়ছে,a light shower that falls in some locations and not others nearby,A small drop of water falling from above.,0.5939
